strategy,trading_date,symbol,direction,entry_price,exit_price,signal_value,return
VWAP_MOMENTUM,2026-03-04,AMGN,SHORT,372.295,379.18,-0.006927440458576295,-0.01849339905182723
OPENING_MOMENTUM,2026-03-04,AMZN,LONG,214.865,216.805,0.02063936918107534,0.009028925139040744
OPENING_REVERSAL,2026-03-04,AMZN,SHORT,214.865,216.805,0.02063936918107534,-0.009028925139040744
VWAP_MOMENTUM,2026-03-04,AMZN,LONG,214.865,216.805,0.010600475216537397,0.009028925139040744
VWAP_MOMENTUM,2026-03-04,AVGO,LONG,317.495,317.1,0.0075238334892315795,-0.0012441140805365958
OPENING_MOMENTUM,2026-03-04,BA,SHORT,222.2,227.3,-0.017922255861748893,-0.022952295229523134
OPENING_REVERSAL,2026-03-04,BA,LONG,222.2,227.3,-0.017922255861748893,0.022952295229523134
GAP_FOLLOW,2026-03-04,BA,LONG,226.255,227.3,0.010021874023481203,0.004618682460056256
GAP_FADE,2026-03-04,BA,SHORT,226.255,227.3,0.010021874023481203,-0.004618682460056256
OPENING_MOMENTUM,2026-03-04,BAC,SHORT,49.5,50.28,-0.010197960407918427,-0.01575757575757586
OPENING_REVERSAL,2026-03-04,BAC,LONG,49.5,50.28,-0.010197960407918427,0.01575757575757586
OPENING_MOMENTUM,2026-03-04,BKNG,LONG,4251.345,4254.59,0.02540264470185316,0.0007632878536085741
OPENING_REVERSAL,2026-03-04,BKNG,SHORT,4251.345,4254.59,0.02540264470185316,-0.0007632878536085741
VWAP_MOMENTUM,2026-03-04,BKNG,LONG,4251.345,4254.59,0.00953423474173487,0.0007632878536085741
OPENING_MOMENTUM,2026-03-04,BLK,SHORT,1049.145,1049.22,-0.007896018420890827,-7.148678209412118e-05
OPENING_REVERSAL,2026-03-04,BLK,LONG,1049.145,1049.22,-0.007896018420890827,7.148678209412118e-05
OPENING_MOMENTUM,2026-03-04,CARR,SHORT,60.785,61.09,-0.010982753010087887,-0.0050176852841985475
OPENING_REVERSAL,2026-03-04,CARR,LONG,60.785,61.09,-0.010982753010087887,0.0050176852841985475
GAP_FOLLOW,2026-03-04,CAT,LONG,735.39,732.4,0.018052190766248977,-0.004065869810576661
GAP_FADE,2026-03-04,CAT,SHORT,735.39,732.4,0.018052190766248977,0.004065869810576661
VWAP_MOMENTUM,2026-03-04,CEG,LONG,323.46,322.87,0.0084198834485536,-0.0018240277004883954
OPENING_MOMENTUM,2026-03-04,COP,SHORT,115.1,115.665,-0.01218674905595607,-0.004908774978279906
OPENING_REVERSAL,2026-03-04,COP,LONG,115.1,115.665,-0.01218674905595607,0.004908774978279906
GAP_FOLLOW,2026-03-04,COP,SHORT,116.52,115.665,-0.01633531720906678,0.007337796086508641
GAP_FADE,2026-03-04,COP,LONG,116.52,115.665,-0.01633531720906678,-0.007337796086508641
VWAP_MOMENTUM,2026-03-04,COP,SHORT,115.1,115.665,-0.008058109819104486,-0.004908774978279906
OPENING_MOMENTUM,2026-03-04,COST,SHORT,998.4,1006.725,-0.007702628832679026,-0.008338341346153966
OPENING_REVERSAL,2026-03-04,COST,LONG,998.4,1006.725,-0.007702628832679026,0.008338341346153966
VWAP_MOMENTUM,2026-03-04,COST,SHORT,998.4,1006.725,-0.006196402546297497,-0.008338341346153966
OPENING_MOMENTUM,2026-03-04,CVX,SHORT,184.38,186.07,-0.01700698405928447,-0.009165853129406543
OPENING_REVERSAL,2026-03-04,CVX,LONG,184.38,186.07,-0.01700698405928447,0.009165853129406543
VWAP_MOMENTUM,2026-03-04,CVX,SHORT,184.38,186.07,-0.008795516110950197,-0.009165853129406543
OPENING_MOMENTUM,2026-03-04,D,SHORT,62.005,62.59,-0.009346540980987417,-0.009434723006209289
OPENING_REVERSAL,2026-03-04,D,LONG,62.005,62.59,-0.009346540980987417,0.009434723006209289
OPENING_MOMENTUM,2026-03-04,DVN,SHORT,42.87,43.475,-0.015161957270847792,-0.014112432936785657
OPENING_REVERSAL,2026-03-04,DVN,LONG,42.87,43.475,-0.015161957270847792,0.014112432936785657
GAP_FOLLOW,2026-03-04,DVN,SHORT,43.53,43.475,-0.010681818181818126,0.0012634964392372883
GAP_FADE,2026-03-04,DVN,LONG,43.53,43.475,-0.010681818181818126,-0.0012634964392372883
VWAP_MOMENTUM,2026-03-04,DVN,SHORT,42.87,43.475,-0.013337570018143285,-0.014112432936785657
OPENING_MOMENTUM,2026-03-04,ELV,LONG,287.96,291.61,0.013943661971830945,0.012675371579386141
OPENING_REVERSAL,2026-03-04,ELV,SHORT,287.96,291.61,0.013943661971830945,-0.012675371579386141
OPENING_MOMENTUM,2026-03-04,ENPH,SHORT,42.39,42.69,-0.02551724137931033,-0.007077140835102469
OPENING_REVERSAL,2026-03-04,ENPH,LONG,42.39,42.69,-0.02551724137931033,0.007077140835102469
VWAP_MOMENTUM,2026-03-04,ENPH,SHORT,42.39,42.69,-0.005778526787965199,-0.007077140835102469
GAP_FOLLOW,2026-03-04,EOG,SHORT,125.29,127.94,-0.021248339973439445,-0.021150929842764787
GAP_FADE,2026-03-04,EOG,LONG,125.29,127.94,-0.021248339973439445,0.021150929842764787
VWAP_MOMENTUM,2026-03-04,EOG,SHORT,124.62,127.94,-0.007276912393473389,-0.02664098860536024
OPENING_MOMENTUM,2026-03-04,EQT,SHORT,60.24,61.33,-0.008231807704972005,-0.01809428950863201
OPENING_REVERSAL,2026-03-04,EQT,LONG,60.24,61.33,-0.008231807704972005,0.01809428950863201
GAP_FOLLOW,2026-03-04,EQT,SHORT,60.74,61.33,-0.014361054766734216,-0.009713533091866955
GAP_FADE,2026-03-04,EQT,LONG,60.74,61.33,-0.014361054766734216,0.009713533091866955
VWAP_MOMENTUM,2026-03-04,EQT,SHORT,60.24,61.33,-0.0054852672577182515,-0.01809428950863201
OPENING_MOMENTUM,2026-03-04,ETN,SHORT,352.7,354.555,-0.015904017857142794,-0.005259427275304818
OPENING_REVERSAL,2026-03-04,ETN,LONG,352.7,354.555,-0.015904017857142794,0.005259427275304818
VWAP_MOMENTUM,2026-03-04,ETN,SHORT,352.7,354.555,-0.006890125329112706,-0.005259427275304818
GAP_FOLLOW,2026-03-04,FANG,SHORT,174.22,176.81,-0.01831295430213553,-0.014866261049248042
GAP_FADE,2026-03-04,FANG,LONG,174.22,176.81,-0.01831295430213553,0.014866261049248042
OPENING_MOMENTUM,2026-03-04,GD,SHORT,360.85,366.15,-0.01001371742112478,-0.014687543300540229
OPENING_REVERSAL,2026-03-04,GD,LONG,360.85,366.15,-0.01001371742112478,0.014687543300540229
OPENING_MOMENTUM,2026-03-04,HAL,SHORT,34.19,34.43,-0.021745350500715466,-0.007019596373208703
OPENING_REVERSAL,2026-03-04,HAL,LONG,34.19,34.43,-0.021745350500715466,0.007019596373208703
VWAP_MOMENTUM,2026-03-04,HAL,SHORT,34.19,34.43,-0.006818568400586478,-0.007019596373208703
OPENING_MOMENTUM,2026-03-04,HON,SHORT,239.98,246.03,-0.02044981427813386,-0.025210434202850296
OPENING_REVERSAL,2026-03-04,HON,LONG,239.98,246.03,-0.02044981427813386,0.025210434202850296
VWAP_MOMENTUM,2026-03-04,HON,SHORT,239.98,246.03,-0.006007404448773901,-0.025210434202850296
OPENING_MOMENTUM,2026-03-04,HUBB,SHORT,488.18,490.68,-0.012640818720546898,-0.00512106190339634
OPENING_REVERSAL,2026-03-04,HUBB,LONG,488.18,490.68,-0.012640818720546898,0.00512106190339634
GAP_FOLLOW,2026-03-04,HUBB,LONG,494.43,490.68,0.012989407691204491,-0.007584491232328183
GAP_FADE,2026-03-04,HUBB,SHORT,494.43,490.68,0.012989407691204491,0.007584491232328183
OPENING_MOMENTUM,2026-03-04,HWM,SHORT,256.775,260.06,-0.01057721948212087,-0.012793301528575718
OPENING_REVERSAL,2026-03-04,HWM,LONG,256.775,260.06,-0.01057721948212087,0.012793301528575718
OPENING_MOMENTUM,2026-03-04,IBM,LONG,248.14,249.99,0.012237904870686211,0.007455468687031619
OPENING_REVERSAL,2026-03-04,IBM,SHORT,248.14,249.99,0.012237904870686211,-0.007455468687031619
VWAP_MOMENTUM,2026-03-04,IBM,LONG,248.14,249.99,0.007724954492521086,0.007455468687031619
OPENING_MOMENTUM,2026-03-04,INTC,SHORT,43.38,45.56,-0.01588021778584381,-0.05025357307514988
OPENING_REVERSAL,2026-03-04,INTC,LONG,43.38,45.56,-0.01588021778584381,0.05025357307514988
GAP_FOLLOW,2026-03-04,INTC,LONG,44.08,45.56,0.02226345083487935,0.03357531760435584
GAP_FADE,2026-03-04,INTC,SHORT,44.08,45.56,0.02226345083487935,-0.03357531760435584
VWAP_MOMENTUM,2026-03-04,INTC,SHORT,43.38,45.56,-0.00875093765850321,-0.05025357307514988
OPENING_MOMENTUM,2026-03-04,IREN,LONG,42.26,43.8,0.04204167180372331,0.03644107903454796
OPENING_REVERSAL,2026-03-04,IREN,SHORT,42.26,43.8,0.04204167180372331,-0.03644107903454796
GAP_FOLLOW,2026-03-04,IREN,LONG,40.555,43.8,0.04375241281688336,0.08001479472321527
GAP_FADE,2026-03-04,IREN,SHORT,40.555,43.8,0.04375241281688336,-0.08001479472321527
VWAP_MOMENTUM,2026-03-04,IREN,LONG,42.26,43.8,0.014794980550286496,0.03644107903454796
VWAP_MOMENTUM,2026-03-04,JCI,SHORT,139.85,140.04,-0.008953351894443129,-0.0013585984983910393
OPENING_MOMENTUM,2026-03-04,JPM,SHORT,297.17,299.34,-0.010719398115782708,-0.007302217585893445
OPENING_REVERSAL,2026-03-04,JPM,LONG,297.17,299.34,-0.010719398115782708,0.007302217585893445
OPENING_MOMENTUM,2026-03-04,KO,SHORT,78.26,78.07,-0.013114754098360604,0.002427804753386331
OPENING_REVERSAL,2026-03-04,KO,LONG,78.26,78.07,-0.013114754098360604,-0.002427804753386331
OPENING_MOMENTUM,2026-03-04,LHX,SHORT,362.26,368.655,-0.017932904100305014,-0.017653066858057676
OPENING_REVERSAL,2026-03-04,LHX,LONG,362.26,368.655,-0.017932904100305014,0.017653066858057676
VWAP_MOMENTUM,2026-03-04,LHX,SHORT,362.26,368.655,-0.005196358017259817,-0.017653066858057676
OPENING_MOMENTUM,2026-03-04,LIN,SHORT,497.855,499.06,-0.009046576433120901,-0.0024203834449789685
OPENING_REVERSAL,2026-03-04,LIN,LONG,497.855,499.06,-0.009046576433120901,0.0024203834449789685
VWAP_MOMENTUM,2026-03-04,LIN,SHORT,497.855,499.06,-0.005067977431501669,-0.0024203834449789685
OPENING_MOMENTUM,2026-03-04,LLY,SHORT,998.09,1003.995,-0.015428171209296293,-0.005916300133254504
OPENING_REVERSAL,2026-03-04,LLY,LONG,998.09,1003.995,-0.015428171209296293,0.005916300133254504
VWAP_MOMENTUM,2026-03-04,LLY,SHORT,998.09,1003.995,-0.006740990498168897,-0.005916300133254504
OPENING_MOMENTUM,2026-03-04,LMT,SHORT,654.06,664.66,-0.023805614841569622,-0.016206464238754936
OPENING_REVERSAL,2026-03-04,LMT,LONG,654.06,664.66,-0.023805614841569622,0.016206464238754936
VWAP_MOMENTUM,2026-03-04,LMT,SHORT,654.06,664.66,-0.011050908807921478,-0.016206464238754936
OPENING_MOMENTUM,2026-03-04,LRCX,SHORT,219.21,222.97,-0.011877662331808203,-0.01715250216687192
OPENING_REVERSAL,2026-03-04,LRCX,LONG,219.21,222.97,-0.011877662331808203,0.01715250216687192
GAP_FOLLOW,2026-03-04,LRCX,LONG,221.845,222.97,0.020821829560095706,0.005071108206180064
GAP_FADE,2026-03-04,LRCX,SHORT,221.845,222.97,0.020821829560095706,-0.005071108206180064
VWAP_MOMENTUM,2026-03-04,LRCX,SHORT,219.21,222.97,-0.010381722298654972,-0.01715250216687192
OPENING_MOMENTUM,2026-03-04,META,LONG,666.72,667.53,0.011116334794279537,0.0012149028077752533
OPENING_REVERSAL,2026-03-04,META,SHORT,666.72,667.53,0.011116334794279537,-0.0012149028077752533
VWAP_MOMENTUM,2026-03-04,META,LONG,666.72,667.53,0.006301614357186125,0.0012149028077752533
OPENING_MOMENTUM,2026-03-04,MRK,SHORT,118.015,120.29,-0.016541666666666677,-0.01927721052408593
OPENING_REVERSAL,2026-03-04,MRK,LONG,118.015,120.29,-0.016541666666666677,0.01927721052408593
VWAP_MOMENTUM,2026-03-04,MRK,SHORT,118.015,120.29,-0.007937352091048733,-0.01927721052408593
GAP_FOLLOW,2026-03-04,MS,LONG,167.98,167.54,0.012781864222838335,-0.0026193594475533155
GAP_FADE,2026-03-04,MS,SHORT,167.98,167.54,0.012781864222838335,0.0026193594475533155
OPENING_MOMENTUM,2026-03-04,MSFT,LONG,405.775,405.0,0.011025289647439873,-0.0019099254512968677
OPENING_REVERSAL,2026-03-04,MSFT,SHORT,405.775,405.0,0.011025289647439873,0.0019099254512968677
OPENING_MOMENTUM,2026-03-04,MU,SHORT,390.125,400.73,-0.00829965174508751,-0.027183595001602168
OPENING_REVERSAL,2026-03-04,MU,LONG,390.125,400.73,-0.00829965174508751,0.027183595001602168
GAP_FOLLOW,2026-03-04,MU,LONG,393.39,400.73,0.03583653694244049,0.018658328884821662
GAP_FADE,2026-03-04,MU,SHORT,393.39,400.73,0.03583653694244049,-0.018658328884821662
OPENING_MOMENTUM,2026-03-04,NFLX,LONG,98.8,98.61,0.017298187808896026,-0.0019230769230769162
OPENING_REVERSAL,2026-03-04,NFLX,SHORT,98.8,98.61,0.017298187808896026,0.0019230769230769162
OPENING_MOMENTUM,2026-03-04,NOC,SHORT,739.575,753.83,-0.023592472060677716,-0.019274583375587406
OPENING_REVERSAL,2026-03-04,NOC,LONG,739.575,753.83,-0.023592472060677716,0.019274583375587406
OPENING_MOMENTUM,2026-03-04,NOW,LONG,113.65,113.85,0.014913377388819482,0.001759788825340891
OPENING_REVERSAL,2026-03-04,NOW,SHORT,113.65,113.85,0.014913377388819482,-0.001759788825340891
GAP_FOLLOW,2026-03-04,NOW,SHORT,111.98,113.85,-0.010864764596766996,-0.016699410609037235
GAP_FADE,2026-03-04,NOW,LONG,111.98,113.85,-0.010864764596766996,0.016699410609037235
OPENING_MOMENTUM,2026-03-04,ORCL,LONG,151.445,152.38,0.009633333333333383,0.006173858496483886
OPENING_REVERSAL,2026-03-04,ORCL,SHORT,151.445,152.38,0.009633333333333383,-0.006173858496483886
GAP_FOLLOW,2026-03-04,OXY,SHORT,52.375,53.6,-0.024492456695846432,-0.023389021479713668
GAP_FADE,2026-03-04,OXY,LONG,52.375,53.6,-0.024492456695846432,0.023389021479713668
VWAP_MOMENTUM,2026-03-04,OXY,SHORT,52.72,53.6,-0.005236582667240586,-0.01669195751138086
OPENING_MOMENTUM,2026-03-04,PANW,LONG,157.255,158.57,0.007657311290529156,0.008362214238021082
OPENING_REVERSAL,2026-03-04,PANW,SHORT,157.255,158.57,0.007657311290529156,-0.008362214238021082
VWAP_MOMENTUM,2026-03-04,PANW,LONG,157.255,158.57,0.007147958943351851,0.008362214238021082
OPENING_MOMENTUM,2026-03-04,PEP,SHORT,164.175,163.89,-0.009263170599239645,0.0017359524897214706
OPENING_REVERSAL,2026-03-04,PEP,LONG,164.175,163.89,-0.009263170599239645,-0.0017359524897214706
OPENING_MOMENTUM,2026-03-04,PG,SHORT,157.835,158.235,-0.010066482689412903,-0.002534292140526473
OPENING_REVERSAL,2026-03-04,PG,LONG,157.835,158.235,-0.010066482689412903,0.002534292140526473
OPENING_MOMENTUM,2026-03-04,PLD,SHORT,138.64,139.415,-0.015830198054944455,-0.005590017311021489
OPENING_REVERSAL,2026-03-04,PLD,LONG,138.64,139.415,-0.015830198054944455,0.005590017311021489
OPENING_MOMENTUM,2026-03-04,PWR,SHORT,565.1,568.39,-0.00941329079530917,-0.005821978410900597
OPENING_REVERSAL,2026-03-04,PWR,LONG,565.1,568.39,-0.00941329079530917,0.005821978410900597
VWAP_MOMENTUM,2026-03-04,RKLB,SHORT,70.22,71.89,-0.00979017720895925,-0.023782398177157438
OPENING_MOMENTUM,2026-03-04,RTX,SHORT,205.13,208.78,-0.01070653484446582,-0.017793594306049876
OPENING_REVERSAL,2026-03-04,RTX,LONG,205.13,208.78,-0.01070653484446582,0.017793594306049876
OPENING_MOMENTUM,2026-03-04,SLB,SHORT,47.705,47.89,-0.02343909928352106,-0.0038780002096217014
OPENING_REVERSAL,2026-03-04,SLB,LONG,47.705,47.89,-0.02343909928352106,0.0038780002096217014
VWAP_MOMENTUM,2026-03-04,SLB,SHORT,47.705,47.89,-0.010865623911091582,-0.0038780002096217014
OPENING_MOMENTUM,2026-03-04,SPGI,LONG,446.955,445.58,0.007801666309653843,-0.0030763723417346345
OPENING_REVERSAL,2026-03-04,SPGI,SHORT,446.955,445.58,0.007801666309653843,0.0030763723417346345
OPENING_MOMENTUM,2026-03-04,TDG,SHORT,1313.14,1314.78,-0.010437154763788703,-0.001248914814871105
OPENING_REVERSAL,2026-03-04,TDG,LONG,1313.14,1314.78,-0.010437154763788703,0.001248914814871105
OPENING_MOMENTUM,2026-03-04,TGT,SHORT,122.825,120.05,-0.019752593774940097,0.02259312029310001
OPENING_REVERSAL,2026-03-04,TGT,LONG,122.825,120.05,-0.019752593774940097,-0.02259312029310001
GAP_FOLLOW,2026-03-04,TGT,LONG,125.3,120.05,0.03759523020867839,-0.04189944134078216
GAP_FADE,2026-03-04,TGT,SHORT,125.3,120.05,0.03759523020867839,0.04189944134078216
VWAP_MOMENTUM,2026-03-04,TGT,SHORT,122.825,120.05,-0.0072875104739780205,0.02259312029310001
GAP_FOLLOW,2026-03-04,TSLA,LONG,397.845,405.96,0.013295128939828205,0.02039739094370918
GAP_FADE,2026-03-04,TSLA,SHORT,397.845,405.96,0.013295128939828205,-0.02039739094370918
VWAP_MOMENTUM,2026-03-04,TSLA,SHORT,397.98,405.96,-0.005341268099664731,-0.020051258857228804
OPENING_MOMENTUM,2026-03-04,TXN,SHORT,202.64,202.36,-0.008319467554076643,0.0013817607579943436
OPENING_REVERSAL,2026-03-04,TXN,LONG,202.64,202.36,-0.008319467554076643,-0.0013817607579943436
GAP_FOLLOW,2026-03-04,VRT,LONG,249.025,251.26,0.019007283738440073,0.00897500250978811
GAP_FADE,2026-03-04,VRT,SHORT,249.025,251.26,0.019007283738440073,-0.00897500250978811
OPENING_MOMENTUM,2026-03-04,WMB,SHORT,74.8,75.76,-0.009533898305084776,-0.012834224598930577
OPENING_REVERSAL,2026-03-04,WMB,LONG,74.8,75.76,-0.009533898305084776,0.012834224598930577
VWAP_MOMENTUM,2026-03-04,WMB,SHORT,74.8,75.76,-0.005932970218991529,-0.012834224598930577
OPENING_MOMENTUM,2026-03-04,XOM,SHORT,148.46,149.87,-0.014733209450491058,-0.00949750774619429
OPENING_REVERSAL,2026-03-04,XOM,LONG,148.46,149.87,-0.014733209450491058,0.00949750774619429
VWAP_MOMENTUM,2026-03-04,XOM,SHORT,148.46,149.87,-0.007016339677367922,-0.00949750774619429
GAP_FOLLOW,2026-03-05,ABBV,SHORT,233.45,232.32,-0.01164267569856059,0.004840436924394953
GAP_FADE,2026-03-05,ABBV,LONG,233.45,232.32,-0.01164267569856059,-0.004840436924394953
GAP_FOLLOW,2026-03-05,ABT,SHORT,111.57,110.945,-0.01317884309216355,0.0056018643004391855
GAP_FADE,2026-03-05,ABT,LONG,111.57,110.945,-0.01317884309216355,-0.0056018643004391855
OPENING_MOMENTUM,2026-03-05,ADBE,LONG,283.805,281.695,0.02908062439944148,-0.007434682264230719
OPENING_REVERSAL,2026-03-05,ADBE,SHORT,283.805,281.695,0.02908062439944148,0.007434682264230719
VWAP_MOMENTUM,2026-03-05,ADBE,LONG,283.805,281.695,0.0060172418045290055,-0.007434682264230719
GAP_FOLLOW,2026-03-05,AMAT,SHORT,351.035,346.375,-0.018907210732252655,0.013275029555457452
GAP_FADE,2026-03-05,AMAT,LONG,351.035,346.375,-0.018907210732252655,-0.013275029555457452
VWAP_MOMENTUM,2026-03-05,AMAT,LONG,352.93,346.375,0.007753520207034681,-0.01857308814779135
OPENING_MOMENTUM,2026-03-05,AMD,LONG,201.77,199.43,0.020844927902858634,-0.011597363334489796
OPENING_REVERSAL,2026-03-05,AMD,SHORT,201.77,199.43,0.020844927902858634,0.011597363334489796
GAP_FOLLOW,2026-03-05,AMD,SHORT,197.65,199.43,-0.02172837061967925,-0.009005818365798168
GAP_FADE,2026-03-05,AMD,LONG,197.65,199.43,-0.02172837061967925,0.009005818365798168
GAP_FOLLOW,2026-03-05,AMGN,SHORT,374.02,367.56,-0.01360831267471918,0.01727180364686376
GAP_FADE,2026-03-05,AMGN,LONG,374.02,367.56,-0.01360831267471918,-0.01727180364686376
OPENING_MOMENTUM,2026-03-05,AMZN,LONG,219.26,218.87,0.014435088368649929,-0.001778710207059997
OPENING_REVERSAL,2026-03-05,AMZN,SHORT,219.26,218.87,0.014435088368649929,0.001778710207059997
OPENING_MOMENTUM,2026-03-05,AVGO,LONG,332.34,332.68,0.008129588060425741,0.00102304868508174
OPENING_REVERSAL,2026-03-05,AVGO,SHORT,332.34,332.68,0.008129588060425741,-0.00102304868508174
GAP_FOLLOW,2026-03-05,AVGO,LONG,329.66,332.68,0.03960895616524751,0.009160953709882902
GAP_FADE,2026-03-05,AVGO,SHORT,329.66,332.68,0.03960895616524751,-0.009160953709882902
VWAP_MOMENTUM,2026-03-05,AVGO,LONG,332.34,332.68,0.013006035145093353,0.00102304868508174
OPENING_MOMENTUM,2026-03-05,BKNG,LONG,4602.49,4614.5,0.020258916893883816,0.0026094570547683382
OPENING_REVERSAL,2026-03-05,BKNG,SHORT,4602.49,4614.5,0.020258916893883816,-0.0026094570547683382
GAP_FOLLOW,2026-03-05,BKNG,LONG,4511.1,4614.5,0.060290180722466946,0.022921238722262816
GAP_FADE,2026-03-05,BKNG,SHORT,4511.1,4614.5,0.060290180722466946,-0.022921238722262816
GAP_FOLLOW,2026-03-05,BRK.B,LONG,494.37,499.99,0.014081906852237536,0.011368003721908604
GAP_FADE,2026-03-05,BRK.B,SHORT,494.37,499.99,0.014081906852237536,-0.011368003721908604
OPENING_MOMENTUM,2026-03-05,CAT,LONG,726.88,705.93,0.008253228468783513,-0.02882181377944093
OPENING_REVERSAL,2026-03-05,CAT,SHORT,726.88,705.93,0.008253228468783513,0.02882181377944093
GAP_FOLLOW,2026-03-05,CAT,SHORT,720.93,705.93,-0.01566084107045329,0.02080645832466399
GAP_FADE,2026-03-05,CAT,LONG,720.93,705.93,-0.01566084107045329,-0.02080645832466399
VWAP_MOMENTUM,2026-03-05,CAT,LONG,726.88,705.93,0.008686097088287603,-0.02882181377944093
OPENING_MOMENTUM,2026-03-05,CDNS,LONG,305.915,299.82,0.009620462046204592,-0.019923835052220507
OPENING_REVERSAL,2026-03-05,CDNS,SHORT,305.915,299.82,0.009620462046204592,0.019923835052220507
VWAP_MOMENTUM,2026-03-05,CDNS,LONG,305.915,299.82,0.011903310068631878,-0.019923835052220507
OPENING_MOMENTUM,2026-03-05,CEG,LONG,328.5,332.22,0.026722925457102642,0.011324200913242155
OPENING_REVERSAL,2026-03-05,CEG,SHORT,328.5,332.22,0.026722925457102642,-0.011324200913242155
VWAP_MOMENTUM,2026-03-05,CEG,LONG,328.5,332.22,0.012490072953146525,0.011324200913242155
GAP_FOLLOW,2026-03-05,CI,SHORT,281.255,281.24,-0.012412654938726897,5.3332385201998456e-05
GAP_FADE,2026-03-05,CI,LONG,281.255,281.24,-0.012412654938726897,-5.3332385201998456e-05
OPENING_MOMENTUM,2026-03-05,COP,LONG,118.12,116.835,0.009270730977912756,-0.010878767355232077
OPENING_REVERSAL,2026-03-05,COP,SHORT,118.12,116.835,0.009270730977912756,0.010878767355232077
GAP_FOLLOW,2026-03-05,COP,LONG,117.035,116.835,0.011844551074222887,-0.001708890502841065
GAP_FADE,2026-03-05,COP,SHORT,117.035,116.835,0.011844551074222887,0.001708890502841065
GAP_FOLLOW,2026-03-05,COST,SHORT,993.475,981.765,-0.013161488986565328,0.011786909585042471
GAP_FADE,2026-03-05,COST,LONG,993.475,981.765,-0.013161488986565328,-0.011786909585042471
OPENING_MOMENTUM,2026-03-05,CRM,LONG,201.69,201.39,0.03624733475479758,-0.0014874312063067885
OPENING_REVERSAL,2026-03-05,CRM,SHORT,201.69,201.39,0.03624733475479758,0.0014874312063067885
VWAP_MOMENTUM,2026-03-05,CRM,LONG,201.69,201.39,0.012999938470510175,-0.0014874312063067885
OPENING_MOMENTUM,2026-03-05,CSCO,LONG,81.005,79.985,0.012689086135766914,-0.012591815320041944
OPENING_REVERSAL,2026-03-05,CSCO,SHORT,81.005,79.985,0.012689086135766914,0.012591815320041944
GAP_FOLLOW,2026-03-05,CSCO,SHORT,79.99,79.985,-0.010514596734290116,6.250781347660883e-05
GAP_FADE,2026-03-05,CSCO,LONG,79.99,79.985,-0.010514596734290116,-6.250781347660883e-05
VWAP_MOMENTUM,2026-03-05,CSCO,LONG,81.005,79.985,0.008402683619830764,-0.012591815320041944
OPENING_MOMENTUM,2026-03-05,CVX,LONG,188.2,189.85,0.009169392460721681,0.008767268862911903
OPENING_REVERSAL,2026-03-05,CVX,SHORT,188.2,189.85,0.009169392460721681,-0.008767268862911903
GAP_FOLLOW,2026-03-05,CW,SHORT,703.64,678.28,-0.013224508112808064,0.036041157410039215
GAP_FADE,2026-03-05,CW,LONG,703.64,678.28,-0.013224508112808064,-0.036041157410039215
OPENING_MOMENTUM,2026-03-05,D,LONG,62.82,62.96,0.009967845659163865,0.0022285896211398093
OPENING_REVERSAL,2026-03-05,D,SHORT,62.82,62.96,0.009967845659163865,-0.0022285896211398093
VWAP_MOMENTUM,2026-03-05,D,LONG,62.82,62.96,0.006112321490749695,0.0022285896211398093
OPENING_MOMENTUM,2026-03-05,DUK,SHORT,130.27,131.62,-0.009654857837919861,-0.010363092039610056
OPENING_REVERSAL,2026-03-05,DUK,LONG,130.27,131.62,-0.009654857837919861,0.010363092039610056
GAP_FOLLOW,2026-03-05,DVN,LONG,44.18,44.505,0.016216216216216273,0.007356269805341764
GAP_FADE,2026-03-05,DVN,SHORT,44.18,44.505,0.016216216216216273,-0.007356269805341764
OPENING_MOMENTUM,2026-03-05,ELV,LONG,293.91,286.37,0.017183200955199096,-0.025654111802932977
OPENING_REVERSAL,2026-03-05,ELV,SHORT,293.91,286.37,0.017183200955199096,0.025654111802932977
VWAP_MOMENTUM,2026-03-05,ELV,LONG,293.91,286.37,0.007966231478750307,-0.025654111802932977
GAP_FOLLOW,2026-03-05,EMR,SHORT,143.245,142.225,-0.013396239410427668,0.007120667388041513
GAP_FADE,2026-03-05,EMR,LONG,143.245,142.225,-0.013396239410427668,-0.007120667388041513
VWAP_MOMENTUM,2026-03-05,EMR,LONG,144.05,142.225,0.006062747722621387,-0.012669212079139291
OPENING_MOMENTUM,2026-03-05,ENPH,LONG,42.46,41.135,0.007952522255192829,-0.03120584079133304
OPENING_REVERSAL,2026-03-05,ENPH,SHORT,42.46,41.135,0.007952522255192829,0.03120584079133304
GAP_FOLLOW,2026-03-05,ENPH,SHORT,42.125,41.135,-0.013234949636917293,0.023501483679525315
GAP_FADE,2026-03-05,ENPH,LONG,42.125,41.135,-0.013234949636917293,-0.023501483679525315
VWAP_MOMENTUM,2026-03-05,ENPH,LONG,42.46,41.135,0.01215154328057877,-0.03120584079133304
OPENING_MOMENTUM,2026-03-05,EOG,LONG,129.99,131.01,0.007869742198100438,0.007846757442879992
OPENING_REVERSAL,2026-03-05,EOG,SHORT,129.99,131.01,0.007869742198100438,-0.007846757442879992
OPENING_MOMENTUM,2026-03-05,EQT,LONG,61.98,61.67,0.011257953989231462,-0.005001613423684992
OPENING_REVERSAL,2026-03-05,EQT,SHORT,61.98,61.67,0.011257953989231462,0.005001613423684992
